trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
35,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,11,11,"(9,14);(9,7);(13,9);(11,13)",01,9,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(4,8);01:(11,11);02:(8,10);03:(12,12)",00:0;01:1;02:0;03:2,01,completed
71,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,1,18,"(1,17);(2,13);(3,14);(1,7)",01,1,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,13);01:(1,18);02:(7,9);03:(4,14)",00:0;01:4;02:1;03:0,01,completed
107,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,13,13,"(11,10);(14,8);(12,3);(12,12)",02,12,12,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(12,4);01:(11,10);02:(13,13);03:(10,13)",00:1;01:1;02:1;03:0,02,completed
143,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,14,11,"(4,2);(1,5);(7,7);(4,17)",01,7,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,18);01:(14,14);02:(15,17);03:(14,11)",00:1;01:2;02:2;03:1,03,completed
179,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,5,11,"(5,2);(7,17);(12,17);(2,15)",03,2,15,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(4,4);01:(5,11);02:(4,16);03:(0,16)",00:1;01:0;02:0;03:1,01,completed
215,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,13,8,"(14,8);(13,5);(12,3);(10,18)",01,14,8,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(13,8);01:(11,8);02:(15,9);03:(14,14)",00:1;01:1;02:0;03:0,00,completed
251,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,18,12,"(18,13);(6,6);(14,10);(13,6)",,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,0);01:(16,7);02:(18,12);03:(14,15)",00:0;01:0;02:0;03:0,02,completed
287,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,0,1,"(4,7);(9,17);(0,2);(7,1)",01,4,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,1);01:(7,2);02:(8,1);03:(10,1)",00:0;01:2;02:0;03:0,00,completed
323,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,10,15,"(12,18);(9,4);(13,0);(0,17)",03,0,17,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,5);01:(8,13);02:(10,15);03:(5,8)",00:0;01:0;02:0;03:1,02,completed
359,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,11,1,"(10,0);(13,2);(0,15);(14,7)",03,0,15,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(11,12);01:(8,17);02:(10,5);03:(11,1)",00:0;01:1;02:0;03:1,03,completed
395,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,12,1,"(14,5);(12,0);(12,4);(14,1)",00,12,0,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(12,1);01:(10,3);02:(12,9);03:(10,13)",00:1;01:0;02:0;03:0,00,completed
431,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,12,17,"(5,13);(11,18);(17,11);(4,1)",02,5,13,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,8);01:(1,18);02:(12,17);03:(12,9)",00:0;01:0;02:1;03:0,02,completed
467,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,PI,ideal,1.0,19,361,4,0.25,90,,,pi_topk_25,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,4,14,"(4,11);(10,17);(2,13);(17,15)",03,17,15,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,13);01:(14,17);02:(4,14);03:(7,16)",00:0;01:0;02:0;03:1,02,completed
