trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
14,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,17,3,"(18,3);(16,3);(13,3);(13,1)",00,13,1,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,3);01:(16,5);02:(1,14);03:(1,16)",00:2;01:1;02:0;03:0,00,completed
50,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,3,18,"(10,9);(15,5);(18,15);(0,6)",01,0,6,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(5,4);01:(3,4);02:(4,14);03:(3,18)",00:0;01:1;02:0;03:0,03,completed
86,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,0,1,"(11,14);(0,6);(5,3);(0,0)",00,0,0,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,1);01:(0,6);02:(0,12);03:(0,18)",00:1;01:1;02:0;03:0,00,completed
122,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,16,6,"(9,6);(13,6);(4,1);(1,13)",00,4,1,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,12);01:(13,3);02:(15,5);03:(16,6)",00:1;01:1;02:2;03:0,03,completed
158,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,5,13,"(0,17);(12,14);(9,10);(4,12)",03,0,17,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,12);01:(3,13);02:(5,13);03:(4,11)",00:0;01:0;02:1;03:2,02,completed
194,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,0,16,"(1,15);(6,16);(15,18);(2,14)",,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,0);01:(0,7);02:(2,12);03:(0,16)",00:0;01:0;02:0;03:0,03,completed
230,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,16,7,"(7,13);(17,12);(13,10);(5,8)",02,17,12,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,0);01:(16,7);02:(17,12);03:(14,15)",00:0;01:0;02:1;03:0,01,completed
266,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,11,0,"(18,6);(18,3);(11,17);(11,2)",,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(11,0);01:(9,7);02:(10,12);03:(7,15)",00:0;01:0;02:0;03:0,00,completed
302,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,1,6,"(6,8);(2,13);(0,10);(2,6)",01,6,8,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,5);01:(16,5);02:(3,6);03:(1,6)",00:0;01:1;02:0;03:2,03,completed
338,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,CBAA,ideal,1.0,19,361,4,1.0,361,,,cbaa_topk_100,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,16,1,"(2,2);(16,0);(10,15);(12,3)",03,10,15,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(11,1);01:(1,8);02:(16,2);03:(16,1)",00:1;01:0;02:0;03:2,03,completed
