trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,top_k_rate,top_k_max_cells,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
31,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,1,4,"(9,8);(1,2);(4,15);(5,3)",03,4,15,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(1,4);01:(9,11);02:(9,13);03:(6,10)",00:1;01:0;02:0;03:1,00,completed
67,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,13,16,"(8,10);(14,18);(12,7);(18,9)",01,12,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,2);01:(15,8);02:(13,8);03:(13,16)",00:0;01:1;02:0;03:0,03,completed
103,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,11,9,"(10,5);(17,1);(14,9);(16,12)",02,16,12,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,8);01:(12,3);02:(11,9);03:(11,14)",00:0;01:1;02:2;03:0,02,completed
139,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,9,2,"(7,6);(3,8);(16,0);(12,0)",00,12,0,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,6);01:(14,4);02:(9,2);03:(6,8)",00:1;01:1;02:0;03:1,02,completed
175,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,8,13,"(10,11);(9,0);(5,6);(7,14)",00,9,0,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(10,3);01:(7,3);02:(8,13);03:(1,11)",00:1;01:0;02:1;03:0,02,completed
211,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,12,6,"(13,8);(9,6);(3,0);(2,5)",00,3,0,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(12,6);01:(7,9);02:(11,7);03:(11,5)",00:1;01:1;02:3;03:0,00,completed
247,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,1,15,"(3,1);(2,18);(3,17);(18,17)",,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(4,0);01:(3,7);02:(4,12);03:(1,15)",00:0;01:0;02:0;03:0,03,completed
283,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,11,12,"(0,16);(9,18);(11,11);(5,10)",03,0,16,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(11,12);01:(17,1);02:(10,15);03:(5,17)",00:0;01:0;02:1;03:2,00,completed
319,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,7,5,"(3,1);(2,3);(8,16);(7,4)",03,8,16,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,2);01:(7,5);02:(2,8);03:(16,9)",00:3;01:0;02:0;03:1,01,completed
355,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,16,6,"(12,8);(15,13);(16,7);(5,1)",01,16,7,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,1);01:(16,6);02:(17,11);03:(15,15)",00:0;01:1;02:0;03:0,01,completed
391,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,15,18,"(15,3);(14,18);(2,1);(10,17)",00,2,1,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(9,5);01:(4,11);02:(10,16);03:(15,18)",00:1;01:0;02:1;03:1,03,completed
427,dcta_parity_v1,topk_filter,aa0724188407797eae5187348bee11ee9f51317c4e8a201863b052786aa2f1df,823213c90703fd83224ad7122ee730ba64af3769ea517af252103bddd907f681,DGA,ideal,1.0,19,361,4,0.75,271,,,dga_topk_75,/home/agxorin/topk_filter_study/simulator/scenarios/final_trial_500.csv,clue_search,1,6,"(11,2);(15,15);(10,9);(2,11)",03,15,15,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(11,7);01:(1,6);02:(0,6);03:(2,13)",00:0;01:1;02:1;03:2,01,completed
